id_gry	id_gracza	stan	ocena
20	29	posiada	9
61	29	sprzedal	8
103	29	sprzedal	9
121	29	sprzedal	10
22	30	posiada	10
88	30	posiada	8
96	30	posiada	9
102	30	posiada	8
114	30	sprzedal	8
53	31	chce kupic	7
58	31	chce kupic	8
68	31	chce kupic	9
70	31	chce kupic	7
45	32	posiada	9
128	32	chce kupic	6
13	33	sprzedal	7
25	33	posiada	9
32	33	chce kupic	10
33	33	sprzedal	6
38	33	posiada	6
76	33	sprzedal	6
90	33	sprzedal	7
2	34	chce kupic	9
20	34	chce kupic	6
60	35	chce kupic	10
45	36	chce kupic	8
84	36	posiada	7
92	37	chce kupic	7
24	38	sprzedal	9
40	38	posiada	8
4	39	chce kupic	6
26	39	sprzedal	9
40	39	posiada	10
42	39	posiada	9
66	39	posiada	8
79	39	posiada	7
49	40	chce kupic	6
84	40	sprzedal	8
28	41	posiada	7
49	41	chce kupic	7
55	41	sprzedal	9
77	41	posiada	10
94	41	posiada	9
33	42	posiada	7
74	42	posiada	9
43	43	posiada	7
46	43	posiada	7
48	43	posiada	9
22	44	posiada	9
53	45	posiada	10
42	46	posiada	7
100	46	posiada	9
26	47	posiada	6
34	47	posiada	7
71	47	sprzedal	8
74	47	sprzedal	9
12	48	sprzedal	7
29	48	sprzedal	9
60	48	sprzedal	10
83	48	sprzedal	7
107	48	sprzedal	10
119	48	sprzedal	7
126	48	chce kupic	8
73	49	chce kupic	8
88	49	chce kupic	9
121	49	chce kupic	6
26	50	posiada	10
30	50	chce kupic	7
60	50	sprzedal	10
91	50	posiada	8
18	51	chce kupic	9
63	51	sprzedal	6
93	51	posiada	6
100	51	sprzedal	8
97	52	sprzedal	10
53	53	chce kupic	8
69	53	chce kupic	6
74	53	chce kupic	9
100	53	chce kupic	10
112	53	posiada	9
32	54	chce kupic	8
44	54	sprzedal	8
97	54	posiada	7
36	55	chce kupic	7
55	55	sprzedal	9
60	55	posiada	6
71	55	posiada	10
104	55	posiada	10
21	56	posiada	6
114	56	chce kupic	10
130	56	sprzedal	10
98	57	posiada	6
100	57	chce kupic	9
113	57	sprzedal	8
10	58	posiada	6
24	58	posiada	10
32	58	posiada	10
35	58	posiada	6
40	58	posiada	8
48	58	posiada	8
101	58	posiada	10
24	59	posiada	8
44	59	posiada	9
103	59	posiada	7
22	60	posiada	8
81	60	posiada	9
56	61	posiada	7
66	61	sprzedal	8
38	62	sprzedal	8
76	62	sprzedal	7
84	62	sprzedal	10
71	63	sprzedal	10
117	63	sprzedal	6
1	64	sprzedal	9
22	64	sprzedal	7
70	64	chce kupic	9
107	64	chce kupic	10
42	65	chce kupic	9
30	66	chce kupic	8
109	66	posiada	6
79	67	chce kupic	7
97	67	sprzedal	9
113	67	posiada	7
115	67	chce kupic	6
29	68	sprzedal	9
61	68	posiada	7
65	68	sprzedal	8
82	68	sprzedal	7
85	68	chce kupic	7
125	68	chce kupic	10
98	69	chce kupic	6
126	69	chce kupic	8
38	70	posiada	10
18	71	chce kupic	7
69	71	sprzedal	9
97	71	posiada	7
117	71	chce kupic	9
119	71	sprzedal	7
120	71	posiada	7
6	72	posiada	9
57	72	posiada	6
68	72	posiada	9
82	72	chce kupic	9
121	73	sprzedal	10
3	75	posiada	7
4	75	chce kupic	10
7	75	sprzedal	10
55	75	posiada	9
70	75	posiada	9
116	75	posiada	9
59	76	posiada	6
81	76	posiada	10
94	76	posiada	8
98	76	posiada	8
4	77	posiada	8
39	77	posiada	7
76	77	posiada	6
121	77	posiada	7
124	77	posiada	10
15	78	posiada	7
49	78	sprzedal	7
23	79	sprzedal	9
51	79	sprzedal	7
97	79	sprzedal	9
24	80	sprzedal	10
48	80	sprzedal	7
92	80	sprzedal	6
43	81	sprzedal	10
44	81	chce kupic	8
65	81	chce kupic	10
80	81	chce kupic	6
131	81	chce kupic	6
16	82	posiada	9
31	82	chce kupic	8
43	82	sprzedal	7
76	82	posiada	10
14	83	chce kupic	8
17	83	sprzedal	10
31	83	posiada	7
45	83	sprzedal	6
46	83	sprzedal	9
57	83	chce kupic	7
84	83	chce kupic	9
99	83	chce kupic	8
83	84	chce kupic	8
8	85	posiada	6
26	85	chce kupic	8
40	85	sprzedal	9
41	85	posiada	10
62	85	chce kupic	6
63	85	sprzedal	8
84	85	posiada	9
106	85	posiada	10
129	85	posiada	8
17	86	posiada	7
51	86	chce kupic	8
59	86	sprzedal	6
93	86	posiada	7
125	86	chce kupic	8
28	88	sprzedal	9
93	88	posiada	8
1	89	posiada	10
15	89	posiada	7
63	89	posiada	6
82	89	posiada	10
12	90	posiada	10
18	90	posiada	8
27	90	posiada	7
108	90	posiada	7
22	91	posiada	9
56	91	posiada	7
3	92	posiada	9
49	92	posiada	7
90	92	sprzedal	7
3	93	sprzedal	7
18	93	sprzedal	7
95	93	sprzedal	6
111	93	sprzedal	7
12	94	sprzedal	6
25	94	sprzedal	7
32	94	sprzedal	8
90	94	chce kupic	6
26	95	chce kupic	7
32	95	chce kupic	10
41	95	chce kupic	9
61	95	posiada	7
75	95	chce kupic	8
116	95	sprzedal	8
124	95	posiada	10
44	96	chce kupic	9
98	96	sprzedal	9
75	97	posiada	6
76	97	sprzedal	10
4	98	sprzedal	8
17	98	chce kupic	7
68	98	chce kupic	6
87	98	chce kupic	10
110	98	chce kupic	8
8	99	posiada	7
53	99	chce kupic	10
54	99	sprzedal	6
13	100	posiada	10
27	100	chce kupic	10
36	100	sprzedal	10
68	100	posiada	8
70	100	posiada	8
80	100	posiada	7
88	100	posiada	7
99	100	chce kupic	7
121	100	sprzedal	7
13	101	posiada	10
86	101	chce kupic	9
118	101	sprzedal	8
54	102	posiada	10
100	102	posiada	7
118	102	posiada	6
130	102	posiada	10
21	103	posiada	9
52	103	posiada	9
55	103	posiada	7
62	103	posiada	6
84	103	posiada	6
61	104	posiada	9
116	104	posiada	10
14	105	posiada	10
87	105	posiada	8
98	105	sprzedal	10
112	105	sprzedal	9
116	105	sprzedal	8
118	105	sprzedal	7
32	106	sprzedal	9
43	106	sprzedal	6
61	106	sprzedal	9
98	106	sprzedal	10
5	107	chce kupic	7
23	107	chce kupic	6
48	107	chce kupic	9
63	107	chce kupic	9
78	107	posiada	7
92	107	chce kupic	7
93	107	sprzedal	7
35	108	posiada	6
51	108	chce kupic	9
63	108	sprzedal	7
114	108	posiada	10
12	109	sprzedal	7
49	109	sprzedal	10
82	109	chce kupic	7
79	110	chce kupic	10
117	110	chce kupic	6
11	111	chce kupic	10
55	111	posiada	9
130	111	chce kupic	6
4	112	sprzedal	6
17	112	posiada	8
27	112	chce kupic	8
73	112	sprzedal	6
95	112	posiada	10
6	113	posiada	7
64	113	posiada	6
73	113	posiada	9
104	113	chce kupic	6
108	113	sprzedal	10
101	114	posiada	8
55	115	chce kupic	6
1	116	sprzedal	6
70	116	posiada	9
85	116	posiada	7
100	116	posiada	9
116	116	posiada	9
121	116	posiada	7
57	117	posiada	10
71	117	posiada	7
105	117	posiada	6
116	117	posiada	10
130	117	posiada	10
50	118	posiada	10
82	118	posiada	7
104	118	posiada	7
103	119	sprzedal	6
104	119	sprzedal	10
57	120	sprzedal	8
71	120	sprzedal	9
117	120	sprzedal	7
26	121	sprzedal	10
36	121	sprzedal	7
42	121	sprzedal	6
101	121	chce kupic	8
2	122	chce kupic	9
31	122	chce kupic	8
52	122	chce kupic	9
89	122	posiada	7
15	123	chce kupic	7
21	123	sprzedal	9
1	124	posiada	9
13	124	chce kupic	9
28	124	sprzedal	8
33	124	posiada	10
105	124	sprzedal	9
126	124	sprzedal	8
22	125	chce kupic	8
23	125	chce kupic	10
30	125	chce kupic	10
75	125	chce kupic	10
89	125	posiada	7
96	125	chce kupic	7
17	126	sprzedal	9
29	126	posiada	10
63	126	chce kupic	10
11	127	sprzedal	6
56	127	posiada	8
100	127	posiada	8
129	127	posiada	10
19	128	posiada	10
18	129	chce kupic	7
94	129	sprzedal	8
95	129	posiada	8
43	130	chce kupic	10
75	130	sprzedal	9
112	130	posiada	9
114	130	posiada	9
7	131	posiada	10
15	131	posiada	10
112	131	posiada	10
115	131	posiada	6
11	132	posiada	10
66	132	posiada	10
84	132	posiada	8
118	132	posiada	6
52	133	posiada	9
54	133	posiada	10
71	133	posiada	10
92	133	sprzedal	7
46	134	sprzedal	8
102	134	sprzedal	6
57	135	sprzedal	6
76	135	sprzedal	6
88	135	sprzedal	6
55	136	sprzedal	8
14	137	sprzedal	10
22	137	chce kupic	7
67	137	chce kupic	8
14	138	chce kupic	8
23	138	chce kupic	8
29	138	posiada	8
131	138	chce kupic	9
64	139	sprzedal	8
96	139	posiada	8
21	140	chce kupic	10
43	140	sprzedal	6
67	140	posiada	7
74	140	sprzedal	6
116	140	sprzedal	7
120	140	chce kupic	8
5	141	chce kupic	7
24	141	chce kupic	10
33	142	chce kupic	6
66	142	posiada	7
101	142	chce kupic	6
104	142	sprzedal	9
16	143	posiada	10
44	143	chce kupic	7
93	143	sprzedal	8
31	144	posiada	6
89	144	posiada	10
18	145	posiada	8
31	145	posiada	10
72	145	chce kupic	6
77	145	sprzedal	7
98	145	posiada	8
117	145	chce kupic	9
25	146	sprzedal	7
71	147	posiada	6
91	147	posiada	9
124	147	posiada	6
126	147	posiada	7
4	148	posiada	9
20	148	posiada	6
36	148	posiada	7
70	148	posiada	7
99	148	posiada	7
113	148	posiada	10
127	148	posiada	9
39	149	posiada	9
66	149	posiada	9
115	149	sprzedal	6
116	149	sprzedal	10
122	149	sprzedal	6
13	150	sprzedal	5
27	150	sprzedal	7
35	150	sprzedal	5
64	150	sprzedal	6
2	151	sprzedal	4
24	151	chce kupic	10
55	151	chce kupic	8
65	151	chce kupic	4
86	151	chce kupic	4
92	152	posiada	10
22	153	chce kupic	10
83	153	sprzedal	2
50	154	posiada	5
16	155	chce kupic	1
40	155	sprzedal	7
58	155	posiada	10
127	155	sprzedal	2
2	156	sprzedal	10
11	156	chce kupic	5
40	156	chce kupic	6
71	156	chce kupic	9
124	156	chce kupic	8
65	157	posiada	8
103	157	chce kupic	5
108	157	sprzedal	8
30	158	posiada	5
61	158	chce kupic	6
99	158	sprzedal	9
48	159	posiada	7
20	160	posiada	10
32	160	posiada	10
62	160	posiada	9
66	160	chce kupic	8
100	160	sprzedal	7
71	161	posiada	7
89	161	chce kupic	8
94	161	sprzedal	8
100	161	posiada	10
7	162	posiada	10
24	162	posiada	9
75	162	posiada	9
98	162	posiada	7
126	162	posiada	8
52	163	posiada	8
69	163	posiada	9
70	163	posiada	8
128	163	posiada	7
129	163	posiada	9
2	164	posiada	9
38	164	posiada	9
43	164	sprzedal	9
124	164	sprzedal	10
60	165	sprzedal	8
2	166	sprzedal	7
20	166	sprzedal	7
24	166	sprzedal	8
78	166	sprzedal	7
80	166	sprzedal	10
114	166	chce kupic	8
124	166	chce kupic	9
4	167	chce kupic	8
87	167	chce kupic	10
35	168	posiada	7
103	168	chce kupic	7
112	168	sprzedal	10
119	168	posiada	8
122	168	chce kupic	7
50	169	sprzedal	10
69	169	posiada	9
77	169	sprzedal	7
126	169	sprzedal	9
12	170	chce kupic	7
65	170	chce kupic	8
69	170	chce kupic	8
12	171	chce kupic	7
13	171	posiada	8
68	171	chce kupic	10
86	171	sprzedal	8
22	172	posiada	10
76	172	chce kupic	10
79	172	sprzedal	8
120	172	posiada	10
130	172	posiada	8
13	173	posiada	7
36	173	posiada	10
54	173	chce kupic	9
59	173	sprzedal	8
84	173	posiada	8
118	173	chce kupic	8
13	174	sprzedal	9
41	174	posiada	10
63	174	posiada	7
68	174	posiada	10
129	174	posiada	7
130	174	posiada	9
9	175	posiada	9
26	175	posiada	8
27	175	posiada	10
49	175	posiada	9
66	175	posiada	9
35	176	posiada	8
44	176	posiada	9
46	176	posiada	7
77	176	sprzedal	8
126	176	sprzedal	8
49	177	sprzedal	8
67	177	sprzedal	7
99	177	sprzedal	7
127	177	sprzedal	9
49	178	sprzedal	8
59	178	sprzedal	8
97	178	chce kupic	8
17	179	chce kupic	9
59	179	chce kupic	7
78	179	chce kupic	9
123	179	posiada	8
125	179	chce kupic	9
7	180	sprzedal	10
44	180	posiada	7
34	181	chce kupic	8
48	181	sprzedal	8
96	181	posiada	8
26	182	sprzedal	10
46	182	sprzedal	9
61	182	chce kupic	9
76	182	chce kupic	10
80	182	chce kupic	9
94	182	chce kupic	8
5	183	posiada	10
23	183	chce kupic	10
117	183	sprzedal	9
5	184	posiada	7
80	184	chce kupic	9
14	185	sprzedal	7
24	185	posiada	9
27	185	posiada	9
69	185	posiada	10
82	185	posiada	7
26	186	chce kupic	10
65	186	sprzedal	8
96	186	posiada	9
108	186	chce kupic	9
20	187	sprzedal	7
46	187	posiada	7
73	187	posiada	10
74	187	posiada	9
7	188	posiada	9
36	188	posiada	10
57	188	posiada	7
101	188	posiada	10
103	188	posiada	8
107	188	posiada	8
127	188	posiada	9
68	189	posiada	10
82	189	posiada	7
110	189	posiada	10
118	189	sprzedal	9
119	189	sprzedal	8
40	190	sprzedal	10
42	190	sprzedal	8
67	190	sprzedal	10
3	191	sprzedal	9
34	191	sprzedal	8
94	192	sprzedal	8
98	192	chce kupic	8
99	192	chce kupic	7
110	192	chce kupic	10
131	192	chce kupic	9
18	193	posiada	10
38	193	chce kupic	8
88	193	sprzedal	8
32	194	posiada	8
75	194	chce kupic	8
115	194	sprzedal	10
47	195	posiada	10
57	195	sprzedal	8
77	195	sprzedal	9
125	195	chce kupic	9
126	195	chce kupic	8
14	196	chce kupic	10
58	196	chce kupic	10
78	196	posiada	8
16	197	chce kupic	8
97	197	sprzedal	9
109	197	posiada	10
110	197	chce kupic	10
117	197	sprzedal	7
125	197	posiada	10
16	198	posiada	9
52	198	posiada	7
81	198	posiada	9
122	198	chce kupic	8
43	199	sprzedal	10
61	199	posiada	10
113	199	chce kupic	8
120	200	sprzedal	10
1	201	posiada	7
59	201	posiada	8
65	201	posiada	9
87	201	posiada	9
111	201	posiada	8
114	201	posiada	7
5	202	posiada	10
10	202	posiada	9
4	203	posiada	8
34	203	posiada	8
57	203	posiada	7
68	203	posiada	7
74	203	posiada	10
66	204	sprzedal	7
70	204	sprzedal	8
87	204	sprzedal	7
1	205	sprzedal	7
46	205	sprzedal	8
90	205	sprzedal	9
57	206	sprzedal	8
60	206	sprzedal	7
71	206	chce kupic	7
77	206	chce kupic	7
96	206	chce kupic	8
25	207	chce kupic	8
58	207	posiada	10
76	207	chce kupic	8
41	208	sprzedal	8
45	208	posiada	7
52	208	chce kupic	8
80	208	sprzedal	9
122	208	posiada	7
1	209	sprzedal	10
15	209	sprzedal	10
43	209	chce kupic	9
53	209	chce kupic	7
129	209	chce kupic	8
27	210	chce kupic	8
60	210	posiada	7
88	210	chce kupic	10
127	210	sprzedal	9
54	211	posiada	7
103	211	chce kupic	8
7	212	sprzedal	10
24	212	posiada	10
46	212	posiada	7
12	213	posiada	10
17	213	posiada	8
59	213	chce kupic	7
106	213	sprzedal	10
38	214	posiada	9
61	214	chce kupic	9
105	214	sprzedal	8
119	214	posiada	10
30	215	posiada	9
35	215	posiada	10
70	215	posiada	10
108	215	posiada	10
123	215	posiada	10
58	216	posiada	7
61	216	posiada	10
103	216	posiada	8
108	216	posiada	10
114	216	posiada	8
25	217	posiada	8
56	217	posiada	10
64	217	sprzedal	8
88	217	sprzedal	7
128	217	sprzedal	10
1	218	sprzedal	8
8	218	sprzedal	7
12	218	sprzedal	8
39	218	sprzedal	7
11	219	sprzedal	10
16	219	chce kupic	8
94	219	chce kupic	7
97	219	chce kupic	8
117	219	chce kupic	8
10	220	posiada	7
35	220	chce kupic	10
104	220	sprzedal	8
112	220	posiada	9
9	221	chce kupic	9
96	221	sprzedal	9
103	221	posiada	7
63	222	sprzedal	8
19	223	sprzedal	7
39	223	chce kupic	7
56	223	chce kupic	8
121	223	chce kupic	8
43	225	chce kupic	10
64	225	posiada	7
70	225	chce kupic	8
125	225	sprzedal	10
117	226	posiada	9
39	227	chce kupic	10
129	227	sprzedal	7
49	228	posiada	10
91	228	posiada	9
108	228	posiada	8
38	229	posiada	7
129	229	chce kupic	8
15	231	sprzedal	7
18	231	posiada	7
39	231	chce kupic	7
90	231	sprzedal	7
92	231	posiada	7
120	231	posiada	10
19	232	posiada	9
22	232	posiada	7
74	232	posiada	7
110	232	posiada	10
31	233	posiada	10
40	233	posiada	7
83	233	posiada	7
98	233	posiada	10
100	233	posiada	7
111	233	posiada	9
79	234	posiada	10
102	234	sprzedal	9
106	234	sprzedal	7
1	235	sprzedal	7
77	235	sprzedal	10
81	235	sprzedal	10
104	235	sprzedal	7
128	235	sprzedal	7
7	236	sprzedal	9
12	236	chce kupic	9
39	236	chce kupic	7
46	236	chce kupic	10
92	236	chce kupic	9
30	237	posiada	10
99	237	chce kupic	10
130	237	sprzedal	8
70	238	posiada	8
119	238	chce kupic	8
27	239	sprzedal	7
29	240	posiada	9
67	240	sprzedal	7
71	240	sprzedal	8
88	240	chce kupic	9
23	241	chce kupic	8
57	241	chce kupic	9
72	241	chce kupic	9
81	241	posiada	8
115	241	chce kupic	10
18	242	sprzedal	8
19	242	posiada	8
32	242	chce kupic	7
50	242	sprzedal	7
59	242	posiada	7
42	243	posiada	7
50	243	posiada	8
76	243	posiada	8
103	244	chce kupic	8
10	245	sprzedal	8
14	245	posiada	10
87	245	chce kupic	7
95	245	sprzedal	10
103	245	posiada	8
104	245	posiada	8
23	246	posiada	10
63	246	posiada	7
67	246	posiada	7
125	246	posiada	7
22	247	posiada	10
27	247	posiada	10
81	247	posiada	10
87	247	posiada	9
127	247	posiada	8
70	248	posiada	10
14	249	posiada	9
5	250	sprzedal	8
69	250	sprzedal	8
71	250	sprzedal	7
102	250	sprzedal	10
129	250	sprzedal	8
35	251	sprzedal	7
50	251	sprzedal	9
51	251	sprzedal	8
58	251	chce kupic	7
130	251	chce kupic	8
82	252	chce kupic	9
95	252	chce kupic	10
46	253	posiada	7
53	253	chce kupic	7
76	253	sprzedal	10
88	253	posiada	9
107	253	chce kupic	9
13	254	sprzedal	8
63	254	posiada	9
96	254	sprzedal	9
28	255	sprzedal	9
61	255	chce kupic	9
98	255	chce kupic	8
105	255	chce kupic	9
131	255	chce kupic	9
86	256	posiada	9
120	256	chce kupic	9
28	257	sprzedal	9
32	257	posiada	8
110	257	chce kupic	7
116	257	sprzedal	9
126	257	posiada	7
75	258	posiada	10
16	260	posiada	8
47	260	posiada	7
67	261	posiada	10
128	261	posiada	8
5	262	posiada	10
40	262	posiada	9
65	262	posiada	10
69	262	posiada	7
98	262	posiada	7
29	263	sprzedal	10
79	263	sprzedal	8
17	264	sprzedal	9
33	264	sprzedal	10
77	264	sprzedal	9
93	264	sprzedal	10
15	265	sprzedal	10
61	265	sprzedal	10
71	265	chce kupic	8
80	265	chce kupic	8
108	265	chce kupic	9
123	265	chce kupic	7
42	266	posiada	9
8	267	chce kupic	10
13	267	sprzedal	10
33	267	posiada	9
39	267	chce kupic	9
47	267	sprzedal	7
80	267	posiada	9
87	267	sprzedal	7
108	267	sprzedal	7
109	267	chce kupic	9
4	268	chce kupic	10
23	268	chce kupic	10
77	268	chce kupic	9
96	268	posiada	8
113	268	chce kupic	8
29	269	sprzedal	7
87	269	posiada	8
34	270	chce kupic	10
60	270	sprzedal	8
62	270	posiada	7
74	270	posiada	8
98	270	posiada	10
1	271	posiada	9
79	271	posiada	10
84	271	posiada	10
91	271	posiada	10
97	271	posiada	9
114	271	posiada	7
117	271	posiada	9
51	272	posiada	8
82	272	sprzedal	10
95	272	sprzedal	7
117	272	sprzedal	10
1	273	sprzedal	10
86	273	sprzedal	9
18	274	sprzedal	7
27	274	sprzedal	7
78	274	sprzedal	10
112	274	chce kupic	10
126	274	chce kupic	8
77	275	chce kupic	10
83	275	chce kupic	7
58	276	posiada	8
89	276	chce kupic	9
124	276	sprzedal	9
13	277	posiada	8
99	277	chce kupic	9
6	278	sprzedal	7
15	278	posiada	8
16	278	sprzedal	9
28	278	sprzedal	9
58	278	chce kupic	8
81	278	chce kupic	9
87	278	chce kupic	8
115	278	chce kupic	8
58	279	posiada	9
59	279	chce kupic	10
97	279	sprzedal	9
125	279	posiada	10
128	279	chce kupic	10
26	280	sprzedal	10
59	280	posiada	10
61	280	posiada	10
86	280	posiada	9
92	280	posiada	9
3	281	posiada	7
24	281	posiada	8
29	282	posiada	7
47	282	posiada	8
35	283	posiada	7
51	283	posiada	8
72	283	posiada	9
87	283	sprzedal	7
103	283	sprzedal	10
120	283	sprzedal	9
20	284	sprzedal	8
36	284	sprzedal	7
90	284	sprzedal	9
10	285	sprzedal	9
39	285	sprzedal	10
58	285	chce kupic	7
66	286	chce kupic	9
100	286	chce kupic	7
126	286	chce kupic	8
10	287	posiada	10
23	287	chce kupic	8
52	287	sprzedal	8
24	288	posiada	7
60	288	chce kupic	7
61	288	sprzedal	7
74	288	posiada	8
81	288	sprzedal	9
122	288	sprzedal	9
2	289	chce kupic	9
38	289	chce kupic	9
39	289	chce kupic	10
80	289	chce kupic	8
28	290	posiada	8
38	290	chce kupic	7
42	290	sprzedal	7
94	290	posiada	10
97	290	chce kupic	7
107	290	sprzedal	10
3	291	posiada	9
6	291	posiada	8
42	291	posiada	8
53	291	posiada	8
118	292	posiada	7
128	292	posiada	8
3	293	posiada	9
24	293	posiada	9
36	293	posiada	7
70	293	posiada	9
106	293	posiada	10
112	293	sprzedal	8
12	294	sprzedal	9
39	294	sprzedal	7
58	294	sprzedal	8
63	294	sprzedal	7
82	294	sprzedal	9
93	294	sprzedal	8
102	294	sprzedal	8
118	294	chce kupic	7
14	296	chce kupic	8
50	296	chce kupic	8
92	296	chce kupic	7
111	296	posiada	10
11	297	chce kupic	7
18	297	sprzedal	8
84	297	posiada	8
44	298	chce kupic	7
65	298	sprzedal	9
103	298	posiada	7
126	298	sprzedal	10
30	299	sprzedal	9
32	299	chce kupic	10
43	299	chce kupic	8
50	299	chce kupic	8
74	299	chce kupic	8
79	299	posiada	8
100	299	chce kupic	8
40	300	sprzedal	10
52	300	posiada	8
88	300	chce kupic	7
25	301	sprzedal	7
34	301	posiada	10
35	301	posiada	10
51	301	posiada	10
67	301	posiada	10
81	301	posiada	10
108	301	posiada	8
98	302	posiada	10
21	303	posiada	8
121	303	posiada	10
19	304	posiada	10
28	304	posiada	9
114	304	sprzedal	9
5	305	sprzedal	10
27	305	sprzedal	7
32	305	sprzedal	8
35	305	sprzedal	9
85	305	sprzedal	8
1	306	sprzedal	7
112	306	sprzedal	9
3	307	chce kupic	9
129	307	chce kupic	9
130	307	chce kupic	7
8	308	chce kupic	10
21	308	posiada	8
55	308	chce kupic	7
68	309	sprzedal	9
14	311	posiada	9
74	311	chce kupic	7
17	312	sprzedal	9
53	312	posiada	7
69	312	sprzedal	9
71	312	sprzedal	8
10	313	chce kupic	9
29	313	chce kupic	9
66	313	chce kupic	7
127	313	chce kupic	9
15	314	posiada	9
56	314	chce kupic	9
76	314	sprzedal	7
101	314	posiada	7
3	315	chce kupic	10
16	315	sprzedal	8
21	315	posiada	10
85	315	posiada	10
86	315	posiada	9
111	315	posiada	7
3	316	posiada	8
26	316	posiada	9
18	317	posiada	9
19	317	posiada	8
20	317	posiada	9
24	317	posiada	8
42	317	posiada	7
45	317	sprzedal	10
69	317	sprzedal	7
70	317	sprzedal	10
120	317	sprzedal	9
4	318	sprzedal	9
18	318	sprzedal	7
24	318	sprzedal	8
74	318	sprzedal	8
119	318	chce kupic	10
6	319	chce kupic	7
23	319	chce kupic	9
25	319	chce kupic	8
82	319	posiada	9
104	319	chce kupic	7
125	320	sprzedal	10
57	321	posiada	10
88	321	chce kupic	8
115	321	sprzedal	9
21	322	posiada	8
48	322	sprzedal	8
51	322	sprzedal	7
80	322	chce kupic	7
100	322	chce kupic	10
105	322	chce kupic	9
24	323	chce kupic	7
30	323	posiada	7
39	323	chce kupic	7
45	323	sprzedal	7
101	323	posiada	10
120	323	chce kupic	7
19	324	sprzedal	10
101	324	posiada	9
111	324	posiada	9
11	325	posiada	7
32	325	posiada	9
44	325	posiada	7
103	325	posiada	8
122	325	posiada	8
18	326	posiada	9
82	326	posiada	8
37	327	posiada	8
69	327	posiada	8
65	328	sprzedal	9
75	328	sprzedal	8
11	329	sprzedal	7
29	329	sprzedal	7
57	329	sprzedal	10
110	329	sprzedal	9
114	329	sprzedal	10
117	329	sprzedal	8
19	330	chce kupic	8
106	330	chce kupic	8
121	330	chce kupic	7
11	331	chce kupic	9
29	331	posiada	9
76	331	chce kupic	8
87	331	sprzedal	10
96	331	posiada	10
30	332	chce kupic	10
43	332	sprzedal	8
51	332	posiada	9
78	332	sprzedal	10
63	333	sprzedal	10
78	333	chce kupic	9
95	333	chce kupic	10
18	334	chce kupic	8
36	334	chce kupic	8
68	334	posiada	8
73	334	chce kupic	10
104	334	sprzedal	8
23	335	posiada	8
72	335	chce kupic	8
121	335	sprzedal	9
4	336	posiada	10
31	336	posiada	9
40	336	posiada	10
48	336	posiada	10
60	336	posiada	10
99	336	posiada	9
107	336	posiada	9
1	337	posiada	8
2	337	posiada	9
102	337	posiada	7
